RepRapFirmware height map file v2, mean error 0.072, deviation 0.130
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,290.00,10.00,290.00,-1.00,92.00,92.00,4,4
  0.168,  0.270,  0.273,  0.207
 -0.075,  0.065,  0.145, -0.072
 -0.032,  0.160,  0.195, -0.020
 -0.105,  0.068,  0.032, -0.132
